car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 92,,,,21,,arrived,,arrived,3.0,,
Car 92,,81,7,,,start_charge,,starting to charge at Charger 7 (fid=81),3.0,,
Car 42,,,,89,,arrived,,arrived,23.0,,
Car 42,,76,1,,,start_charge,,starting to charge at Charger 1 (fid=76),23.0,,
Car 47,,,,66,,arrived,,arrived,45.0,,
Car 47,,78,5,,,start_charge,,starting to charge at Charger 5 (fid=78),45.0,,
Car 53,,,,116,,arrived,,arrived,55.0,,
Car 53,,17,3,,,start_charge,,starting to charge at Charger 3 (fid=17),55.0,,
Car 72,,,,83,,arrived,,arrived,66.0,,
Car 72,,,,,7,switch,,"Charger 7 (fid=81) not available, trying Charger 3 (fid=17)",67.0,3,
Car 72,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 0 (fid=31)",69.54499081184491,0,
Car 76,,,,27,,arrived,,arrived,71.0,,
Car 76,,48,4,,,start_charge,,starting to charge at Charger 4 (fid=48),71.0,,
Car 72,,31,0,,,start_charge,,starting to charge at Charger 0 (fid=31),71.0418329055452,,
Car 69,,,,29,,arrived,,arrived,72.0,,
Car 69,,,,,4,switch,,"Charger 4 (fid=48) not available, trying Charger 2 (fid=70)",73.0,2,
Car 69,,70,2,,,start_charge,,starting to charge at Charger 2 (fid=70),77.9505599382114,,
Car 7,,,,34,,arrived,,arrived,87.0,,
Car 7,,,,,0,switch,,"Charger 0 (fid=31) not available, trying Charger 3 (fid=17)",88.0,3,
Car 92,86.0,81,7,,,done,,done charging,89.0,,228.90935187184436
Car 7,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 2 (fid=70)",90.4968420937003,2,
Car 7,,,,,2,switch,,"Charger 2 (fid=70) not available, trying Charger 7 (fid=81)",93.67917301927442,7,
Car 93,,,,14,,arrived,,arrived,94.0,,
Car 93,,,,,0,switch,,"Charger 0 (fid=31) not available, trying Charger 2 (fid=70)",95.0,2,
Car 7,,81,7,,,start_charge,,starting to charge at Charger 7 (fid=81),96.77806923127703,,
Car 93,,,,,2,switch,,"Charger 2 (fid=70) not available, trying Charger 3 (fid=17)",96.99996830885411,3,
Car 93,,,,,3,switch,,"Charger 3 (fid=17) not available, trying Charger 7 (fid=81)",100.18229923442823,7,
Car 89,,,,85,,arrived,,arrived,102.0,,
Car 93,,,,,7,switch,,"Charger 7 (fid=81) not available, trying Charger 9 (fid=9)",102.72729004627314,9,
Car 89,,,,,1,switch,,"Charger 1 (fid=76) not available, trying Charger 7 (fid=81)",103.0,7,
Car 89,,,,,7,switch,,"Charger 7 (fid=81) not available, trying Charger 8 (fid=75)",107.98805874721887,8,
Car 93,,9,9,,,start_charge,,starting to charge at Charger 9 (fid=9),108.1333414034148,,
Car 42,88.0,76,1,,,done,,done charging,111.0,,98.51714148768994
Car 53,58.0,17,3,,,done,,done charging,113.0,,194.5291899742598
Car 89,,75,8,,,start_charge,,starting to charge at Charger 8 (fid=75),113.56028787070265,,
